lng,lat,s_time,type,num
115.9134369,39.66593933,09:27:30,4,2
115.93006899999999,39.60969925,17:30:00,0,1
115.93600459999999,39.81576538,08:40:00,0,1
115.9435959,39.62363052,17:30:00,0,1
115.94932560000001,39.82048798,09:42:30,0,2
115.95279690000001,39.61629486,17:30:00,0,2
115.95308689999999,39.72661209,17:17:30,0,3
115.9691162,39.72422409,18:17:30,0,1
115.9691773,39.76202774,18:17:30,0,1
115.9716187,40.4682045,14:45:00,4,1
115.97225949999999,40.46844101,14:45:00,4,2
115.9723587,40.46889114,14:45:00,4,1
115.9724045,40.46850586,14:45:00,4,1
115.97389979999998,40.46901321,12:50:00,4,2
115.97389979999998,40.46901321,13:17:30,4,3
115.97421270000001,40.45960617,14:45:00,4,1
115.9744263,40.45973969,14:45:00,4,1
115.9745865,40.46519470000001,12:55:00,4,1
115.9745865,40.46519470000001,13:17:30,4,1
115.9745865,40.46519470000001,14:45:00,4,1
115.9751358,40.46157837,14:25:00,4,1
115.97518159999998,40.46183777,14:25:00,4,4
115.97774509999999,40.46541977,12:50:00,4,3
115.97914890000001,40.47077942,14:42:30,4,2
115.98133090000002,39.72523117,19:10:00,1,1
115.9832764,39.72429657,19:10:00,1,2
115.9861374,40.46549225,14:42:30,4,1
115.9866562,40.47208405,13:35:00,4,1
115.9878311,40.47325897,13:35:00,4,1
115.9882584,40.46662521,14:42:30,4,1
115.9902344,40.46733856,14:42:30,4,1
115.9905014,40.46617889,13:35:00,4,1
115.9917603,40.35017776,08:52:30,0,2
115.99305729999999,40.46718979,14:42:30,4,1
115.9943619,40.34803391,08:52:30,0,2
115.9966812,39.69940948,07:50:00,0,2
116.0035172,40.41886139,12:55:00,4,1
116.01573940000002,39.596138,13:25:00,0,1
116.02690890000001,39.89488220000001,21:45:00,1,1
116.03646850000001,39.70900726,17:17:30,0,1
116.03691859999999,39.73566437,10:05:00,0,2
116.03715520000002,39.73576736,10:05:00,0,2
116.04187009999998,39.57800674,18:32:30,0,1
116.04236599999999,39.71113968,07:40:00,0,1
116.04236599999999,39.71113968,07:42:30,0,1
116.04602050000001,39.74911118,11:30:00,0,1
116.04675290000002,39.67558289,11:57:30,0,1
116.04675290000002,39.67558289,12:42:30,0,1
116.04675290000002,39.67558289,20:50:00,0,1
116.04772949999999,39.58396149,12:00:00,0,2
116.04772949999999,39.58396149,18:32:30,0,2
116.04772949999999,39.58396149,19:00:00,0,1
116.0511856,39.74344254,11:30:00,0,1
116.05138400000001,39.71017838,07:40:00,0,1
116.05446629999999,39.71498489,18:17:30,0,2
116.0562439,39.71276093,18:17:30,0,1
116.0606155,39.59736633,09:45:00,0,1
116.0606155,39.59736633,16:52:30,3,1
116.0606155,39.59736633,16:52:30,4,1
116.06095890000002,39.59677505,12:00:00,0,1
116.0666733,39.65584183,13:20:00,0,2
116.0667877,39.722694399999995,08:10:00,0,1
116.0683746,39.64647293,19:05:00,0,1
116.0683975,39.6475029,19:05:00,0,2
116.06851200000001,39.67112732,09:40:00,0,1
116.06890109999999,39.64773941,19:05:00,0,1
116.0692291,39.65947342,13:20:00,0,3
116.0694351,39.67161942,09:40:00,0,1
116.06997679999999,39.80844879,08:35:00,0,2
116.070816,39.65087509,17:45:00,0,3
116.0712357,39.72413635,14:32:30,2,1
116.0725937,39.65244293,10:12:30,0,1
116.07434850000001,39.72250366,14:32:30,2,2
116.07550810000001,39.72251511,09:32:30,0,1
116.07550810000001,39.72251511,10:42:30,0,1
116.07550810000001,39.72251511,14:32:30,2,1
116.0771713,39.65538025,17:45:00,0,1
116.07742309999999,39.64834595,17:45:00,0,1
116.07778929999999,39.65648270000001,17:37:30,0,1
116.0805588,39.94239807,10:52:30,0,1
116.08066559999999,39.94319916,10:52:30,0,1
116.08179469999999,39.94378662,10:52:30,0,2
116.0832291,39.58994293,10:27:30,0,4
116.0837021,39.67008972,11:57:30,0,2
116.0837021,39.67008972,12:42:30,0,2
116.0837021,39.67008972,20:50:00,0,2
116.0846558,39.67195129,11:57:30,0,1
116.0846558,39.67195129,12:42:30,0,1
116.0846558,39.67195129,20:50:00,0,1
116.08660890000002,39.67045593,09:40:00,0,1
116.08712009999999,39.75032806,07:05:00,0,1
116.0876923,39.70597839,08:27:30,0,1
116.0908585,39.71370697,09:07:30,0,2
116.09365079999999,39.73477936,09:07:30,0,2
116.0943756,39.672782899999994,09:40:00,0,1
116.0944672,39.70765686,08:32:30,0,2
116.09607700000001,39.73836136,09:07:30,0,1
116.0997009,39.76967239,07:07:30,0,2
116.0997009,39.76967239,07:10:00,0,2
116.0997925,39.75363159,07:05:00,0,1
116.099823,39.73871613,09:07:30,0,3
116.10058590000001,39.90359879,17:02:30,2,2
116.1007004,39.79219437,11:35:00,0,1
116.10147859999998,39.76464081,07:07:30,0,1
116.10276029999999,39.68115997,13:25:00,0,1
116.1031418,39.76648331,07:10:00,0,2
116.10623170000001,39.69490433,17:32:30,0,3
116.10684199999999,39.90863419,16:55:00,2,4
116.10684199999999,39.90863419,16:57:30,2,6
116.10684199999999,39.90863419,17:02:30,2,2
116.1070709,39.73435974,08:47:30,0,2
116.1080322,39.67948532,13:25:00,0,1
116.1082611,39.76223373,12:42:30,0,1
116.108635,39.73460388,08:47:30,0,2
