,area,s_time,num
0,东城区,00:00:00,1
1,东城区,00:12:30,24
2,东城区,00:17:30,4
3,东城区,00:55:00,2
4,东城区,01:00:00,16
5,东城区,01:05:00,9
6,东城区,01:07:30,21
7,东城区,01:10:00,21
8,东城区,01:12:30,18
9,东城区,01:15:00,7
10,东城区,01:22:30,6
11,东城区,01:30:00,2
12,东城区,01:40:00,17
13,东城区,01:42:30,5
14,东城区,09:00:00,2
15,东城区,09:52:30,1
16,东城区,10:12:30,5
17,东城区,10:30:00,2
18,东城区,10:42:30,5
19,东城区,10:47:30,5
20,东城区,10:50:00,1
21,东城区,10:52:30,4
22,东城区,10:57:30,2
23,东城区,11:05:00,2
24,东城区,11:20:00,1
25,东城区,11:25:00,4
26,东城区,11:35:00,1
27,东城区,11:47:30,5
28,东城区,12:27:30,1
29,东城区,12:47:30,10
30,东城区,12:50:00,3
31,东城区,12:52:30,2
32,东城区,13:05:00,6
33,东城区,13:10:00,5
34,东城区,13:17:30,2
35,东城区,13:27:30,4
36,东城区,13:45:00,6
37,东城区,13:47:30,14
38,东城区,13:50:00,3
39,东城区,13:52:30,5
40,东城区,13:55:00,2
41,东城区,13:57:30,1
42,东城区,14:12:30,4
43,东城区,14:52:30,3
44,东城区,15:00:00,3
45,东城区,15:10:00,3
46,东城区,15:15:00,5
47,东城区,15:17:30,4
48,东城区,15:22:30,1
49,东城区,15:25:00,5
50,东城区,16:20:00,2
51,东城区,16:32:30,1
52,东城区,17:35:00,5
53,东城区,17:40:00,2
54,东城区,17:42:30,3
55,东城区,17:57:30,2
56,东城区,18:12:30,4
57,东城区,18:45:00,2
58,东城区,18:55:00,4
59,东城区,19:10:00,5
60,东城区,19:42:30,10
61,东城区,21:15:00,3
62,东城区,21:30:00,4
63,东城区,21:40:00,3
64,东城区,22:02:30,5
65,东城区,22:05:00,10
66,东城区,22:20:00,3
67,东城区,22:42:30,4
68,东城区,22:45:00,7
69,东城区,23:00:00,3
70,东城区,23:05:00,4
71,东城区,23:10:00,9
72,东城区,23:17:30,4
73,东城区,23:22:30,8
74,丰台区,00:15:00,1
75,丰台区,06:20:00,3
76,丰台区,07:52:30,1
77,丰台区,08:02:30,5
78,丰台区,08:30:00,1
79,丰台区,08:35:00,4
80,丰台区,08:42:30,4
81,丰台区,08:45:00,8
82,丰台区,08:50:00,4
83,丰台区,08:55:00,3
84,丰台区,09:00:00,1
85,丰台区,09:05:00,4
86,丰台区,09:07:30,5
87,丰台区,09:15:00,7
88,丰台区,09:17:30,5
89,丰台区,09:20:00,1
90,丰台区,09:27:30,5
91,丰台区,09:30:00,7
92,丰台区,09:32:30,5
93,丰台区,09:45:00,9
94,丰台区,09:47:30,21
95,丰台区,09:50:00,4
96,丰台区,09:52:30,1
97,丰台区,09:55:00,27
98,丰台区,09:57:30,19
99,丰台区,10:00:00,10
100,丰台区,10:05:00,6
101,丰台区,10:07:30,4
102,丰台区,10:10:00,10
103,丰台区,10:12:30,2
104,丰台区,10:15:00,9
105,丰台区,10:17:30,3
106,丰台区,10:20:00,5
107,丰台区,10:22:30,36
108,丰台区,10:25:00,7
109,丰台区,10:27:30,20
110,丰台区,10:30:00,15
111,丰台区,10:32:30,5
112,丰台区,10:37:30,3
113,丰台区,10:40:00,13
114,丰台区,10:42:30,10
115,丰台区,10:45:00,10
116,丰台区,10:47:30,5
117,丰台区,10:50:00,7
118,丰台区,10:52:30,1
119,丰台区,10:55:00,12
120,丰台区,10:57:30,10
121,丰台区,11:00:00,22
122,丰台区,11:02:30,6
123,丰台区,11:05:00,17
124,丰台区,11:07:30,12
125,丰台区,11:10:00,12
126,丰台区,11:12:30,9
127,丰台区,11:15:00,9
128,丰台区,11:17:30,10
129,丰台区,11:22:30,6
130,丰台区,11:25:00,17
131,丰台区,11:27:30,8
132,丰台区,11:30:00,5
133,丰台区,11:32:30,5
134,丰台区,11:35:00,12
135,丰台区,11:37:30,2
136,丰台区,11:40:00,37
137,丰台区,11:42:30,8
138,丰台区,11:45:00,22
139,丰台区,11:47:30,8
140,丰台区,11:50:00,5
141,丰台区,11:52:30,3
142,丰台区,11:55:00,9
143,丰台区,11:57:30,20
144,丰台区,12:00:00,14
145,丰台区,12:02:30,11
146,丰台区,12:05:00,17
147,丰台区,12:07:30,16
148,丰台区,12:10:00,11
149,丰台区,12:15:00,5
150,丰台区,12:17:30,27
151,丰台区,12:20:00,5
152,丰台区,12:22:30,12
153,丰台区,12:25:00,5
154,丰台区,12:27:30,23
155,丰台区,12:30:00,23
156,丰台区,12:32:30,3
157,丰台区,12:35:00,25
158,丰台区,12:40:00,6
159,丰台区,12:42:30,3
160,丰台区,12:45:00,11
161,丰台区,12:47:30,13
162,丰台区,12:50:00,11
163,丰台区,12:52:30,27
164,丰台区,12:55:00,10
165,丰台区,12:57:30,8
166,丰台区,13:00:00,4
167,丰台区,13:02:30,15
168,丰台区,13:05:00,17
169,丰台区,13:07:30,14
170,丰台区,13:10:00,4
171,丰台区,13:12:30,7
172,丰台区,13:15:00,9
173,丰台区,13:17:30,7
174,丰台区,13:22:30,14
175,丰台区,13:25:00,5
176,丰台区,13:27:30,9
177,丰台区,13:30:00,14
178,丰台区,13:32:30,18
179,丰台区,13:35:00,5
180,丰台区,13:42:30,3
181,丰台区,13:45:00,8
182,丰台区,13:47:30,4
183,丰台区,13:50:00,4
184,丰台区,13:57:30,5
185,丰台区,14:00:00,8
186,丰台区,14:02:30,11
187,丰台区,14:10:00,4
188,丰台区,14:15:00,10
189,丰台区,14:17:30,3
190,丰台区,14:32:30,4
191,丰台区,14:37:30,3
192,丰台区,14:40:00,8
193,丰台区,14:42:30,9
194,丰台区,14:45:00,14
195,丰台区,14:47:30,11
196,丰台区,14:50:00,9
197,丰台区,14:52:30,11
198,丰台区,14:55:00,7
199,丰台区,14:57:30,3
200,丰台区,15:00:00,8
201,丰台区,15:07:30,8
202,丰台区,15:10:00,19
203,丰台区,15:12:30,5
204,丰台区,15:17:30,8
205,丰台区,15:22:30,1
206,丰台区,15:25:00,3
207,丰台区,15:27:30,3
208,丰台区,15:32:30,8
209,丰台区,15:37:30,3
210,丰台区,15:40:00,5
211,丰台区,15:42:30,1
212,丰台区,15:45:00,6
213,丰台区,15:47:30,5
214,丰台区,15:50:00,3
215,丰台区,15:52:30,27
216,丰台区,15:55:00,10
217,丰台区,15:57:30,8
218,丰台区,16:00:00,5
219,丰台区,16:02:30,3
220,丰台区,16:05:00,4
221,丰台区,16:07:30,7
222,丰台区,16:10:00,10
223,丰台区,16:17:30,5
224,丰台区,16:20:00,14
225,丰台区,16:30:00,4
226,丰台区,16:32:30,4
227,丰台区,16:35:00,10
228,丰台区,16:40:00,12
229,丰台区,16:52:30,2
230,丰台区,16:55:00,8
231,丰台区,17:00:00,19
232,丰台区,17:02:30,7
233,丰台区,17:05:00,21
234,丰台区,17:07:30,9
235,丰台区,17:10:00,3
236,丰台区,17:12:30,9
237,丰台区,17:15:00,12
238,丰台区,17:17:30,11
239,丰台区,17:20:00,3
240,丰台区,17:22:30,1
241,丰台区,17:30:00,4
242,丰台区,17:32:30,9
243,丰台区,17:35:00,5
244,丰台区,17:40:00,3
245,丰台区,17:45:00,11
246,丰台区,17:50:00,8
247,丰台区,17:55:00,4
248,丰台区,17:57:30,5
249,丰台区,18:05:00,4
250,丰台区,18:10:00,11
251,丰台区,18:17:30,4
252,丰台区,18:20:00,5
253,丰台区,18:27:30,5
254,丰台区,18:37:30,8
255,丰台区,18:45:00,5
256,丰台区,18:52:30,6
257,丰台区,18:57:30,1
258,丰台区,19:02:30,9
259,丰台区,19:05:00,1
260,丰台区,19:07:30,26
261,丰台区,19:10:00,4
262,丰台区,19:12:30,1
263,丰台区,19:22:30,5
264,丰台区,19:25:00,3
265,丰台区,19:27:30,2
266,丰台区,19:40:00,7
267,丰台区,19:42:30,4
268,丰台区,19:45:00,2
269,丰台区,19:47:30,2
270,丰台区,19:52:30,8
271,丰台区,19:55:00,2
272,丰台区,20:05:00,4
273,丰台区,20:07:30,13
274,丰台区,20:10:00,4
275,丰台区,20:12:30,12
276,丰台区,20:15:00,7
277,丰台区,20:17:30,11
278,丰台区,20:20:00,13
279,丰台区,20:22:30,8
280,丰台区,20:25:00,1
281,丰台区,20:37:30,2
282,丰台区,20:42:30,10
283,丰台区,21:17:30,1
284,丰台区,22:30:00,1
285,固安县,10:30:00,1
286,大兴区,06:15:00,5
287,大兴区,09:02:30,1
288,大兴区,09:05:00,5
289,大兴区,09:37:30,4
290,大兴区,09:50:00,5
291,大兴区,09:52:30,9
292,大兴区,09:57:30,8
293,大兴区,10:00:00,19
294,大兴区,10:02:30,23
295,大兴区,10:05:00,3
296,大兴区,10:07:30,9
297,大兴区,10:15:00,5
298,大兴区,10:17:30,8
299,大兴区,10:20:00,5
300,大兴区,10:22:30,10
301,大兴区,10:25:00,4
302,大兴区,10:30:00,26
303,大兴区,10:32:30,5
304,大兴区,10:35:00,2
305,大兴区,10:37:30,19
306,大兴区,10:40:00,4
307,大兴区,10:42:30,12
308,大兴区,10:45:00,8
309,大兴区,10:47:30,11
310,大兴区,10:50:00,9
311,大兴区,10:52:30,12
312,大兴区,10:55:00,5
313,大兴区,11:00:00,4
314,大兴区,11:05:00,1
315,大兴区,11:07:30,31
316,大兴区,11:10:00,8
317,大兴区,11:12:30,6
318,大兴区,11:17:30,19
319,大兴区,11:20:00,8
320,大兴区,11:22:30,6
321,大兴区,11:27:30,8
322,大兴区,11:32:30,12
323,大兴区,11:35:00,5
324,大兴区,11:40:00,3
325,大兴区,11:42:30,5
326,大兴区,11:45:00,5
327,大兴区,11:55:00,4
328,大兴区,11:57:30,1
329,大兴区,12:10:00,1
330,大兴区,12:27:30,12
331,大兴区,12:37:30,5
332,大兴区,13:02:30,19
333,大兴区,13:05:00,1
334,大兴区,13:07:30,6
335,大兴区,13:10:00,9
336,大兴区,13:27:30,2
337,大兴区,13:30:00,1
338,大兴区,13:35:00,5
339,大兴区,13:37:30,5
