lng,lat,s_time,type,num
115.9557114,39.71899414,17:45:00,2,2
115.9582596,40.36472702,09:37:30,0,1
115.9582596,40.36472702,13:02:30,0,1
115.9583511,39.60079193,15:22:30,2,2
115.9607239,39.72416687,12:17:30,0,2
115.9611969,39.72583771,12:17:30,0,2
115.9642105,39.60253143,15:25:00,2,1
115.9684906,39.72313309,15:22:30,2,1
115.9685364,39.71506882,15:22:30,2,1
115.9688263,39.72369385,15:22:30,2,2
115.96907040000002,39.61432648,15:25:00,2,2
115.9690781,39.72093201,15:22:30,2,1
115.9698868,39.71268463,15:42:30,2,4
115.9702606,39.7028923,15:30:00,2,2
115.9702606,39.7028923,15:37:30,2,2
115.9705124,39.61204910000001,15:25:00,2,1
115.9719772,39.68984222,15:40:00,2,2
115.9771271,39.69557571,15:50:00,2,1
115.9805145,39.70836258,11:40:00,0,2
115.9810181,39.70285034,15:25:00,2,2
115.9810181,39.70285034,15:40:00,2,2
115.9810181,39.70285034,15:42:30,2,2
115.9810486,39.79848099,11:12:30,0,2
115.9817581,39.69984055,15:45:00,2,1
115.9817581,39.69984055,15:50:00,2,1
115.9817581,39.69984055,17:45:00,2,4
115.98220829999998,40.46251297,09:37:30,0,1
115.9826279,39.68969345,15:40:00,2,2
115.9826355,39.70268631,15:40:00,2,3
115.9827881,39.69021988,15:22:30,2,2
115.9830093,39.69206619,15:22:30,2,4
115.9835815,39.71325302,11:40:00,0,2
115.9836121,39.71525955,15:45:00,2,1
115.9839783,39.70734406,11:40:00,0,2
115.9840012,39.71001053,17:32:30,2,2
115.9841538,39.70085526,15:25:00,2,1
115.9841538,39.70085526,15:42:30,2,2
115.98422240000002,39.69593811,15:50:00,2,1
115.98429109999998,39.70724106,11:40:00,0,4
115.98429109999998,39.70724106,15:40:00,2,2
115.98429109999998,39.70724106,17:32:30,2,2
115.9843216,39.69934845,15:42:30,2,1
115.9843216,39.69934845,15:45:00,2,1
115.9843597,39.71894836,12:17:30,0,1
115.9843674,39.70769119,15:42:30,2,2
115.9843826,39.69855118,15:42:30,2,1
115.9843826,39.70222092,15:22:30,2,2
115.9843826,39.70222092,15:25:00,2,2
115.9844132,39.70349503,15:42:30,2,2
115.9844132,39.70349503,17:35:00,2,1
115.9844132,39.71130371,17:35:00,2,1
115.98448940000002,39.69141388,15:45:00,2,1
115.98448940000002,39.69141388,17:45:00,2,4
115.98448940000002,39.70253754,15:25:00,2,4
115.98449709999998,39.70438766,11:37:30,0,2
115.98449709999998,39.70438766,17:32:30,2,2
115.9846039,39.70274353,15:40:00,2,1
115.9846039,39.70274353,15:42:30,2,1
115.9846039,39.70274353,17:35:00,2,1
115.9846497,39.70452118,11:37:30,0,8
115.9846497,39.70452118,15:45:00,2,1
115.9847031,39.70214462,11:40:00,0,2
115.9847031,39.70214462,15:25:00,2,1
115.9847031,39.70214462,15:40:00,2,2
115.9847031,39.70214462,15:42:30,2,4
115.9847031,39.70214462,17:32:30,2,2
115.9847183,39.7023201,11:40:00,0,1
115.9847183,39.7023201,15:22:30,2,7
115.9847183,39.7023201,15:25:00,2,3
115.9847183,39.7023201,15:40:00,2,4
115.9847183,39.7023201,15:42:30,2,1
115.9847183,39.7023201,17:32:30,2,2
115.9847183,39.7023201,17:35:00,2,1
115.98476409999998,39.69832993,11:40:00,0,1
115.98476409999998,39.71026993,15:40:00,2,2
115.9849625,39.69657135,15:22:30,2,4
115.9857941,39.69255066,14:52:30,0,1
115.9879303,39.70028305,15:22:30,2,4
115.9879303,39.70028305,15:40:00,2,1
115.9879303,39.70028305,15:42:30,2,1
115.9879303,39.70028305,15:45:00,2,1
115.99254609999998,39.7016983,10:25:00,0,1
115.9928894,39.69762421,15:22:30,2,2
115.9943466,39.79623032,11:12:30,0,2
115.9958115,39.68930054,15:25:00,2,1
115.9960938,39.69942474,15:40:00,2,2
115.9963989,39.69935226,17:37:30,2,6
116.0023804,39.7010498,17:37:30,2,4
116.0031433,39.70145035,15:40:00,2,2
116.0066986,40.31095505,09:37:30,0,1
116.0066986,40.31095505,13:02:30,0,1
116.01822659999998,40.35758591,21:27:30,0,2
116.0269089,39.89488220000001,21:45:00,1,2
116.0320053,39.87759018,12:22:30,2,1
116.0357361,39.74174881,17:40:00,2,2
116.0393982,39.8758316,10:37:30,0,1
116.0393982,39.8758316,10:40:00,0,1
116.04187009999998,39.57800674,20:32:30,0,2
116.0518112,39.68392181,11:57:30,0,1
116.0531006,39.87920761,10:37:30,0,4
116.054039,39.71324539,17:45:00,2,3
116.0548935,39.71350098,17:45:00,2,2
116.0595627,39.90276718,08:27:30,0,1
116.0595779,39.70409775,08:37:30,0,2
116.0598221,39.71294403,15:42:30,2,2
116.0598221,39.71294403,17:45:00,2,4
116.0613785,39.71396255,17:45:00,2,6
116.06230929999998,39.68738174,07:27:30,0,1
116.0625,39.70305634,15:17:30,0,1
116.0630722,39.70125198,08:37:30,0,4
116.0630722,39.70125198,15:17:30,0,1
116.0637054,39.93220520000001,09:35:00,0,1
116.064209,39.72315598,15:42:30,2,2
116.0679321,39.71360016,15:42:30,2,2
