lng,lat,type,num
115.8094482,39.61519623,3,1
115.84632109999998,39.55337524,3,1
115.84632109999998,39.55337524,4,1
115.8507156,39.55754089,3,1
115.8507156,39.55754089,4,1
115.87416840000002,39.59711456,3,1
115.87416840000002,39.59711456,4,1
115.8904419,39.62295532,3,1
115.8904419,39.62295532,4,1
115.90668490000002,39.57328033,3,1
115.90668490000002,39.57328033,4,1
115.925766,39.63986969,0,1
115.9527969,39.72776413,0,1
115.9530869,39.72661209,0,1
115.9534683,39.72424316,0,1
115.9540024,39.61653519,0,1
115.9541626,39.72846222,0,1
115.9564285,40.35831833,2,1
115.9602737,39.718853,0,1
115.9611969,39.72583771,0,1
115.9614334,40.39925003,4,1
115.9620285,39.72820663,0,1
115.9690781,39.72093201,0,1
115.9724197,40.44598007,3,1
115.973587,39.72329712,0,1
115.9736557,40.44435501,4,1
115.973999,39.71799469,0,1
115.97435,39.70306396,0,1
115.974762,40.44607925,3,1
115.97612759999998,40.46385956,4,1
115.9777908,40.46048355,0,1
115.9787598,39.71712875,0,1
115.97937009999998,40.46549225,4,1
115.9803085,40.46447754,4,1
115.9804535,39.6746254,0,1
115.9805145,39.70837021,0,1
115.9805374,40.46081543,0,1
115.9805374,40.46081543,4,1
115.9827805,40.46157074,0,1
115.9828568,40.46168137,0,1
115.9833908,39.6816597,0,1
115.9835815,39.71325302,0,1
115.9837952,39.70809555,0,1
115.9841538,39.70085526,0,1
115.98422240000002,40.47082138,4,1
115.98425290000002,39.69599533,0,1
115.9842758,40.46316147,0,1
115.9846726,40.46265793,4,1
115.98476409999998,39.69832993,0,1
115.9855042,40.46352386,2,1
115.98643490000002,40.43622971,0,1
115.9879303,39.70028305,0,1
115.9889221,40.36194992,0,1
115.9893265,40.47196198,4,1
115.9903946,39.70846939,0,1
115.9915314,40.46431351,2,1
115.9917603,40.35017776,0,1
115.9941254,40.34831238,0,1
115.99770359999998,40.46602249,4,1
116.0011215,39.72301102,0,1
116.0031357,39.5988121,3,1
116.0031357,39.5988121,4,1
116.008873,39.714077,0,1
116.0106735,39.58189392,3,1
116.0106735,39.58189392,4,1
116.012001,39.71003342,0,1
116.0136643,39.71306992,0,1
116.0156403,39.70817566,0,1
116.01573940000002,39.596138,1,1
116.0174255,39.72300339,0,1
116.0193405,40.35916901,0,1
116.0203629,40.35990906,0,1
116.0211716,39.72286606,0,1
116.0285568,39.70402908,0,1
116.03018190000002,39.60254288,3,1
116.03018190000002,39.60254288,4,1
116.0319977,39.61308289,3,1
116.0319977,39.61308289,4,1
116.032692,39.66318512,0,1
116.0441513,39.68110275,0,1
116.0523834,39.63185883,0,1
116.0550995,39.71180344,0,1
116.0589981,39.70407486,2,1
116.0595779,39.70409775,0,1
116.06230929999998,39.68738174,0,1
116.0637054,39.93220520000001,0,1
116.06380459999998,39.65819931,0,1
116.0640564,39.65616989,0,1
116.0668106,39.6544342,0,1
116.0679321,39.71360016,0,1
116.0680847,39.65582275,0,1
116.0682373,39.65227509,0,1
116.0686874,39.71108627,0,1
116.0689163,39.65071106,3,1
116.0708923,39.93449783,0,1
116.0712662,39.66294479,3,1
116.07161709999998,39.63863373,3,1
116.0717926,39.67321014,3,1
116.0738068,39.65217972,0,1
116.0776291,39.65641022,0,1
116.0777893,39.65648270000001,0,1
116.0781632,39.65631104,0,1
116.0826416,39.64752197,0,1
116.0834732,39.66707993,0,1
116.08439640000002,39.66382599,0,1
116.0921021,39.71862793,0,1
116.0925293,39.66830444,0,1
116.0927658,39.93454742,0,1
116.0932236,39.67100906,0,1
116.0936127,39.73542023,0,1
116.094635,39.72001266,0,1
116.0960159,39.6716156,0,1
116.0983276,39.9533844,0,1
116.100769,39.68146133,0,1
116.1034699,39.72096634,0,1
116.10569,39.68243027,0,1
116.1096115,39.72460938,0,1
116.1109314,39.72629547,0,1
116.1109619,39.72401047,0,1
116.1112671,39.90537643,0,1
116.1126251,39.72224808,0,1
116.1162491,39.79151917,0,1
116.1203919,40.06193161,0,1
116.1208878,39.93768692,0,1
116.1224442,39.73064423,0,1
116.1237717,39.72665787,0,1
116.1240387,39.73213959,0,1
116.1243591,39.70641708,0,1
116.1258774,39.70597076,0,1
116.1280747,39.7310524,0,1
116.1280747,39.73114014,0,1
116.1305389,39.73972702,0,1
116.1309433,39.71235275,0,1
116.1313477,39.73682404,0,1
116.1314163,39.71422195,0,1
116.133194,39.74178314,0,1
116.1340179,39.73822784,0,1
116.13598629999998,39.73085785,0,1
116.1360092,39.73451614,0,1
116.1361084,39.72296143,0,1
116.1369324,39.73300552,0,1
116.1370239,39.74355698,0,1
116.1383743,39.72581863,0,1
116.1389008,39.73339462,0,1
116.1389694,39.74375153,0,1
116.1393967,39.74016571,0,1
116.1397781,39.72299576,0,1
116.1398621,39.72319412,0,1
116.1399765,39.73242188,0,1
116.1402054,39.72305298,0,1
116.1414414,39.74274445,0,1
116.1418457,39.74270248,0,1
116.1419525,39.72654343,0,1
116.1419525,39.73410034,0,1
116.142067,39.7374649,0,1
116.1420975,39.73311234,0,1
116.1421204,39.74123764,0,1
116.1421433,39.73775482,0,1
116.1421433,39.74591064,0,1
116.142189,39.72325897,0,1
116.1422501,39.73958969,0,1
116.1423187,39.7330513,0,1
116.142334,39.73176956,0,1
116.1423569,39.72885132,0,1
116.1424255,39.74505234,0,1
116.1424332,39.74850845,0,1
116.1428528,39.72757721,0,1
116.1429672,39.72353363,0,1
116.1433716,39.73610687,0,1
116.1436844,39.70872498,0,1
116.1439209,39.73547363,0,1
116.1440582,39.72332764,0,1
116.1461487,39.8086586,0,1
116.1470871,39.81858826,0,1
116.1474533,39.73142624,0,1
116.1475143,39.73149872,0,1
116.1481323,39.73585892,0,1
116.14824679999998,39.7362709,0,1
116.1494827,39.90057373,2,1
116.1497955,39.71938705,0,1
116.1499329,39.75359344,0,1
116.1505432,39.72394179999999,0,1
116.150589,39.72130966,0,1
116.1506424,39.70347595,0,1
116.151207,39.72322845,0,1
116.1520844,39.73100662,0,1
116.1535263,39.88999939,2,1
116.153595,39.89648819,2,1
116.1559448,39.75276184,0,1
116.1559906,39.79273605,0,1
116.1577683,39.88897324,2,1
116.157814,39.75431061,0,1
116.1578598,39.74684906,0,1
116.1578827,39.7676506,0,1
116.1579742,39.92840958,0,1
116.1580505,39.80759811,0,1
116.1584778,39.76609802,0,1
116.1605606,39.92861557,4,1
116.1606674,39.92707443,0,1
116.16088870000002,39.75724411,0,1
116.16176609999998,39.80267334,0,1
116.1617737,39.76529312,0,1
116.1620483,40.068573,3,1
116.162384,39.81311798,0,1
116.1624298,39.76272202,0,1
116.162674,39.76655197,0,1
116.1630859,39.76699448,0,1
116.1632538,39.76065445,0,1
116.1633987,39.81022644,0,1
116.1639557,39.76328278,0,1
116.1643219,39.76368332,0,1
116.1647644,39.80928802,0,1
116.1656418,39.7591362,0,1
116.1663895,39.72164917,0,1
116.166832,39.83716965,0,1
116.1669464,39.72689056,0,1
116.1672287,39.77118683,0,1
116.1676559,39.76142883,0,1
116.1685333,39.80640411,0,1
116.1687546,39.72553253,0,1
116.1688156,39.7297287,0,1
116.1689606,39.77110672,0,1
116.1694565,39.71272278,0,1
116.1699905,39.77110291,0,1
116.1701965,39.77108002,0,1
116.1702347,39.77153397,0,1
116.1707535,39.89106369,0,1
116.17099,39.77148056,0,1
116.17151640000002,39.75932693,0,1
116.1720123,39.85314941,0,1
116.1721115,39.85314941,0,1
116.1725998,39.9235878,0,1
116.1726227,39.772892,0,1
116.173233,39.71981812,0,1
116.1735687,39.77472687,0,1
116.1740723,39.91058731,0,1
116.1743317,39.72321701,0,1
116.1744537,39.7817421,0,1
116.17468259999998,39.84949112,0,1
116.1750794,39.89203262,2,1
116.175827,39.80440903,0,1
116.1763687,39.82102585,0,1
116.1792069,39.82203674,0,1
116.17929840000002,39.76187515,0,1
116.1799164,39.92870331,0,1
116.1799622,39.78384018,0,1
116.1811142,39.73082352,0,1
116.1813126,39.81741333,0,1
116.1820831,39.78334427,0,1
116.18224340000002,39.72399139,0,1
116.1839066,39.76579666,0,1
116.1847153,39.74895096,0,1
116.1847839,39.74291992,0,1
116.18556979999998,40.22774506,3,1
116.18559270000002,39.95561981,0,1
116.1859207,39.75311661,0,1
116.1859436,39.79947281,0,1
116.18595890000002,39.77970123,0,1
116.1865845,39.78491211,0,1
116.1868134,39.92136002,0,1
116.1870575,39.95423508,0,1
116.1888657,39.75974274,0,1
116.1889267,39.76444244,0,1
116.1898041,39.80769348,0,1
116.18999479999998,40.16849518,2,1
116.1903687,39.78532028,0,1
116.1906662,39.9108429,0,1
116.1908264,39.79180908,0,1
116.1908646,39.76104355,0,1
116.191124,39.79102325,0,1
116.1913147,39.92904663,0,1
116.192215,39.80585098,0,1
116.1923065,40.24333191,2,1
116.1924896,39.8302803,0,1
116.194252,39.91400146,0,1
116.1946259,40.22543716,3,1
116.1946487,39.80365753,0,1
116.19471740000002,39.91559601,0,1
116.1954804,39.84829712,0,1
116.1971817,39.83499908,0,1
116.1973496,39.7649231,0,1
116.1979446,39.83331299,0,1
116.1980362,39.91246796,0,1
116.1983948,39.91735458,4,1
116.1985245,39.76404572,0,1
116.198555,39.91546249,0,1
116.198555,39.91573334,0,1
116.1985779,39.83410645,0,1
