lng,lat,s_time,type,num
115.7501602,39.54584122,14:37:30,4,4
115.8504639,39.56278229,10:10:00,0,1
115.8511887,39.56019211,10:10:00,0,1
115.87416840000002,39.59711456,14:37:30,4,4
115.87583159999998,39.61316299,14:37:30,4,4
115.8988648,40.0343895,15:27:30,2,2
115.9003525,39.62601089,14:37:30,4,4
115.9478302,39.65748596,15:50:00,0,1
115.9518433,39.72402191,16:32:30,0,1
115.9543152,39.7236557,10:07:30,2,1
115.9543152,39.7236557,11:22:30,0,1
115.9543152,39.7236557,16:32:30,0,1
115.9565277,39.72232819,10:07:30,2,2
115.9583969,39.72019577,16:32:30,0,1
115.9592056,39.72189331,10:07:30,2,1
115.9592056,39.72189331,11:22:30,0,1
115.9617462,39.72225571,11:22:30,0,1
115.963974,39.65083694,15:50:00,0,2
115.9665909,40.46437836,14:00:00,4,1
115.97192379999998,40.4589386,14:00:00,4,1
115.9722595,40.46844101,14:00:00,4,2
115.9722595,40.46844101,14:02:30,4,1
115.9724045,40.46850586,14:00:00,4,1
115.97389979999998,40.46901321,14:00:00,4,2
115.97389979999998,40.46901321,14:02:30,4,1
115.9745865,40.46519470000001,14:00:00,4,1
115.9796448,40.4719696,14:02:30,4,2
115.9805145,39.70837021,08:45:00,0,1
115.9817505,39.70627975,12:27:30,3,1
115.9831238,39.71867752,14:10:00,0,2
115.98422240000002,40.47082138,13:37:30,4,8
115.98422240000002,40.47082138,13:40:00,4,3
115.98422240000002,40.47082138,13:47:30,4,2
115.9842453,40.47064209,13:37:30,4,2
115.98429109999998,40.05245972,11:05:00,2,1
115.9857941,39.69255066,11:22:30,0,1
115.9866562,40.47208405,13:40:00,4,2
115.9866562,40.47208405,13:47:30,4,2
115.9868546,39.72578049,14:10:00,0,2
115.9879303,39.70028305,16:32:30,0,1
115.9882584,40.46662521,13:37:30,4,1
115.9882584,40.46662521,13:57:30,4,1
115.9888535,40.4691124,13:57:30,4,3
115.9893265,40.47196198,13:47:30,4,2
