s_time,type,num
00:00:00,0,5
00:00:00,1,39
00:00:00,2,5
00:02:30,0,1
00:02:30,1,38
00:02:30,2,10
00:05:00,1,17
00:07:30,1,16
00:12:30,0,3
00:12:30,1,39
00:15:00,1,22
00:17:30,1,15
00:20:00,0,7
00:20:00,1,55
00:22:30,1,4
00:25:00,1,9
00:27:30,1,22
00:30:00,1,24
00:32:30,1,67
00:35:00,1,110
00:37:30,1,6
00:40:00,0,5
00:40:00,1,5
00:42:30,1,17
00:45:00,1,3
00:47:30,1,57
00:50:00,1,34
00:52:30,1,41
00:55:00,1,10
00:57:30,1,20
01:00:00,1,12
01:02:30,1,14
01:05:00,1,14
01:07:30,1,38
01:10:00,1,80
01:12:30,1,16
01:12:30,4,2
01:15:00,1,11
01:17:30,1,8
01:20:00,1,6
01:22:30,1,69
01:25:00,1,13
01:27:30,1,24
01:27:30,4,5
01:30:00,4,6
01:32:30,1,18
01:35:00,1,6
01:35:00,4,6
01:37:30,1,8
01:40:00,1,19
01:40:00,4,3
01:45:00,0,5
01:45:00,1,19
01:45:00,4,8
01:47:30,1,29
01:47:30,4,4
01:50:00,1,8
01:55:00,1,11
03:15:00,0,4
03:25:00,4,1
03:40:00,4,1
03:47:30,4,2
03:55:00,4,2
04:07:30,0,4
04:25:00,0,10
05:20:00,2,6
06:00:00,0,5
06:27:30,0,4
06:30:00,0,20
06:40:00,0,4
06:42:30,0,4
06:45:00,0,8
06:47:30,0,13
06:47:30,2,5
06:50:00,0,28
06:52:30,0,53
06:55:00,0,36
06:57:30,0,30
07:00:00,0,106
07:02:30,0,84
07:05:00,0,91
07:07:30,0,85
07:10:00,0,62
07:12:30,0,35
07:15:00,0,47
07:17:30,0,20
07:20:00,0,14
07:22:30,0,62
07:22:30,2,2
07:25:00,0,24
07:27:30,0,47
07:30:00,0,38
07:32:30,0,31
07:35:00,0,68
07:35:00,2,1
07:37:30,0,60
07:40:00,0,60
07:42:30,0,33
07:45:00,0,37
07:47:30,0,62
07:50:00,0,14
07:52:30,0,47
07:52:30,4,7
07:55:00,0,74
07:57:30,0,98
08:00:00,0,36
08:02:30,0,69
08:02:30,4,2
08:05:00,0,56
08:05:00,4,4
08:07:30,0,45
08:10:00,0,44
08:10:00,4,6
08:12:30,0,103
08:12:30,4,3
08:15:00,0,117
08:15:00,4,7
08:17:30,0,67
08:17:30,4,4
08:20:00,0,96
08:22:30,0,128
08:22:30,4,4
08:25:00,0,80
08:25:00,4,3
08:27:30,0,92
08:27:30,4,3
08:30:00,0,118
08:30:00,4,15
08:32:30,0,69
08:32:30,4,3
08:35:00,0,118
08:35:00,4,9
08:37:30,0,145
08:37:30,4,9
08:40:00,0,135
08:42:30,0,106
08:42:30,4,3
08:45:00,0,76
08:47:30,0,113
08:47:30,4,4
08:50:00,0,107
08:50:00,4,4
08:52:30,0,159
08:52:30,4,14
08:55:00,0,93
08:57:30,0,90
08:57:30,4,5
09:00:00,0,85
09:00:00,4,14
09:02:30,0,107
09:02:30,4,16
09:05:00,0,150
09:05:00,2,1
09:07:30,0,82
09:10:00,0,84
09:10:00,4,6
09:12:30,0,110
09:12:30,2,5
09:12:30,4,3
09:15:00,0,119
09:15:00,4,13
09:17:30,0,154
09:17:30,2,1
09:17:30,4,3
09:20:00,0,138
09:20:00,4,16
09:22:30,0,104
09:22:30,4,9
09:25:00,0,107
09:27:30,0,144
09:27:30,2,10
09:30:00,0,104
09:30:00,2,2
09:32:30,0,132
09:35:00,0,85
09:35:00,4,5
09:37:30,0,230
09:37:30,3,5
09:37:30,4,8
09:40:00,0,111
09:40:00,3,5
09:40:00,4,8
09:42:30,0,99
09:42:30,3,4
09:45:00,0,127
09:45:00,3,2
09:45:00,4,12
09:47:30,0,146
09:47:30,3,5
09:47:30,4,3
09:50:00,0,152
09:50:00,3,9
09:50:00,4,15
09:52:30,0,137
09:52:30,2,4
09:52:30,3,10
09:52:30,4,14
09:55:00,0,104
09:55:00,3,33
09:55:00,4,4
09:57:30,0,99
09:57:30,3,32
09:57:30,4,7
10:00:00,0,128
10:00:00,3,9
10:02:30,0,115
10:02:30,2,26
10:02:30,3,10
10:02:30,4,16
10:05:00,0,106
10:05:00,2,18
10:05:00,4,5
10:07:30,0,121
10:07:30,2,25
10:07:30,3,7
10:07:30,4,6
10:10:00,0,105
10:10:00,2,9
10:10:00,3,18
10:10:00,4,4
10:12:30,0,125
10:12:30,2,10
10:12:30,3,32
10:12:30,4,8
10:15:00,0,74
10:15:00,2,43
10:15:00,3,18
10:15:00,4,42
10:17:30,0,175
10:17:30,2,100
10:17:30,3,15
10:17:30,4,10
10:20:00,0,83
10:20:00,2,64
10:20:00,3,24
10:20:00,4,4
10:22:30,0,78
