,area,s_time,num
0,东城区,00:02:30,5
1,东城区,00:25:00,4
2,东城区,00:27:30,5
3,东城区,00:30:00,5
4,东城区,00:32:30,6
5,东城区,00:40:00,7
6,东城区,00:42:30,3
7,东城区,00:47:30,5
8,东城区,00:55:00,4
9,东城区,01:02:30,10
10,东城区,09:00:00,2
11,东城区,09:12:30,10
12,东城区,09:15:00,3
13,东城区,09:20:00,4
14,东城区,09:32:30,4
15,东城区,09:37:30,4
16,东城区,09:47:30,4
17,东城区,09:57:30,3
18,东城区,10:10:00,1
19,东城区,10:12:30,1
20,东城区,10:17:30,8
21,东城区,10:25:00,1
22,东城区,10:35:00,1
23,东城区,10:37:30,2
24,东城区,10:42:30,3
25,东城区,10:52:30,6
26,东城区,10:57:30,1
27,东城区,11:00:00,4
28,东城区,11:02:30,5
29,东城区,11:05:00,2
30,东城区,11:07:30,9
31,东城区,11:12:30,7
32,东城区,11:15:00,8
33,东城区,11:35:00,3
34,东城区,11:42:30,1
35,东城区,11:47:30,3
36,东城区,11:50:00,6
37,东城区,11:52:30,3
38,东城区,11:55:00,8
39,东城区,12:00:00,1
40,东城区,12:02:30,5
41,东城区,12:05:00,4
42,东城区,12:07:30,7
43,东城区,12:10:00,2
44,东城区,12:12:30,2
45,东城区,12:17:30,2
46,东城区,12:30:00,4
47,东城区,12:42:30,1
48,东城区,12:47:30,6
49,东城区,12:50:00,8
50,东城区,12:57:30,3
51,东城区,13:05:00,4
52,东城区,13:35:00,3
53,东城区,13:37:30,2
54,东城区,13:42:30,12
55,东城区,13:45:00,2
56,东城区,14:00:00,2
57,东城区,14:07:30,2
58,东城区,14:10:00,2
59,东城区,14:20:00,1
60,东城区,14:40:00,1
61,东城区,14:42:30,4
62,东城区,14:47:30,13
63,东城区,14:50:00,3
64,东城区,14:52:30,3
65,东城区,14:55:00,3
66,东城区,15:02:30,2
67,东城区,15:07:30,1
68,东城区,15:17:30,5
69,东城区,15:22:30,1
70,东城区,15:25:00,5
71,东城区,15:30:00,2
72,东城区,15:32:30,10
73,东城区,15:35:00,1
74,东城区,15:40:00,1
75,东城区,15:42:30,10
76,东城区,15:55:00,4
77,东城区,16:02:30,4
78,东城区,16:32:30,5
79,东城区,17:00:00,2
80,东城区,17:02:30,3
81,东城区,17:05:00,1
82,东城区,17:15:00,6
83,东城区,17:17:30,10
84,东城区,17:22:30,2
85,东城区,17:25:00,4
86,东城区,17:27:30,2
87,东城区,17:30:00,2
88,东城区,17:40:00,2
89,东城区,17:55:00,6
90,东城区,18:20:00,1
91,东城区,18:27:30,4
92,东城区,18:37:30,4
93,东城区,18:40:00,4
94,东城区,18:45:00,1
95,东城区,18:50:00,1
96,东城区,18:52:30,2
97,东城区,18:55:00,2
98,东城区,19:02:30,1
99,东城区,19:07:30,4
100,东城区,19:10:00,6
101,东城区,19:12:30,4
102,东城区,19:20:00,2
103,东城区,19:22:30,1
104,东城区,19:37:30,5
105,东城区,19:55:00,2
106,东城区,20:00:00,2
107,东城区,20:10:00,5
108,东城区,20:12:30,4
109,东城区,20:17:30,2
110,东城区,20:25:00,2
111,东城区,20:37:30,8
112,东城区,20:42:30,1
113,东城区,20:45:00,3
114,东城区,20:47:30,5
115,东城区,20:55:00,11
116,东城区,20:57:30,7
117,东城区,21:00:00,4
118,东城区,21:10:00,4
119,东城区,21:15:00,1
120,东城区,21:17:30,4
121,东城区,21:25:00,1
122,东城区,21:30:00,2
123,东城区,21:32:30,4
124,东城区,21:40:00,4
125,东城区,21:47:30,8
126,东城区,21:50:00,14
127,东城区,21:52:30,4
128,东城区,21:55:00,5
129,东城区,22:00:00,1
130,东城区,22:05:00,5
131,东城区,22:12:30,5
132,东城区,22:15:00,4
133,东城区,22:17:30,3
134,东城区,22:22:30,22
135,东城区,22:25:00,2
136,东城区,22:27:30,6
137,东城区,22:37:30,10
138,东城区,22:40:00,4
139,东城区,23:02:30,7
140,东城区,23:15:00,12
141,东城区,23:17:30,10
142,东城区,23:22:30,2
143,东城区,23:25:00,4
144,东城区,23:27:30,8
145,东城区,23:37:30,7
146,东城区,23:40:00,5
147,东城区,23:50:00,2
148,东城区,23:52:30,8
149,丰台区,02:27:30,8
150,丰台区,02:40:00,2
151,丰台区,06:10:00,3
152,丰台区,06:27:30,4
153,丰台区,06:37:30,5
154,丰台区,06:40:00,5
155,丰台区,07:37:30,5
156,丰台区,07:57:30,5
157,丰台区,08:47:30,4
158,丰台区,08:50:00,3
159,丰台区,08:57:30,5
160,丰台区,09:00:00,11
161,丰台区,09:02:30,14
162,丰台区,09:05:00,4
163,丰台区,09:07:30,1
164,丰台区,09:10:00,14
165,丰台区,09:12:30,8
166,丰台区,09:15:00,5
167,丰台区,09:17:30,5
168,丰台区,09:27:30,2
169,丰台区,09:32:30,4
170,丰台区,09:37:30,3
171,丰台区,09:40:00,8
172,丰台区,09:45:00,3
173,丰台区,09:47:30,3
174,丰台区,09:50:00,4
175,丰台区,09:52:30,2
176,丰台区,09:55:00,5
177,丰台区,09:57:30,16
178,丰台区,10:00:00,4
179,丰台区,10:07:30,4
180,丰台区,10:10:00,7
181,丰台区,10:15:00,5
182,丰台区,10:17:30,17
183,丰台区,10:20:00,5
184,丰台区,10:22:30,5
185,丰台区,10:27:30,9
186,丰台区,10:30:00,10
187,丰台区,10:32:30,5
188,丰台区,10:35:00,4
189,丰台区,10:37:30,6
190,丰台区,10:42:30,15
191,丰台区,10:47:30,10
192,丰台区,10:52:30,12
193,丰台区,10:55:00,3
194,丰台区,10:57:30,1
195,丰台区,11:02:30,8
196,丰台区,11:05:00,4
197,丰台区,11:07:30,1
198,丰台区,11:12:30,15
199,丰台区,11:15:00,2
200,丰台区,11:17:30,12
201,丰台区,11:20:00,5
202,丰台区,11:22:30,26
203,丰台区,11:25:00,20
204,丰台区,11:27:30,14
205,丰台区,11:30:00,19
206,丰台区,11:32:30,8
207,丰台区,11:42:30,9
208,丰台区,11:45:00,5
209,丰台区,11:47:30,15
210,丰台区,11:50:00,12
211,丰台区,11:52:30,8
212,丰台区,11:55:00,3
213,丰台区,11:57:30,10
214,丰台区,12:07:30,46
215,丰台区,12:10:00,19
216,丰台区,12:12:30,5
217,丰台区,12:15:00,18
218,丰台区,12:17:30,11
219,丰台区,12:20:00,8
220,丰台区,12:22:30,15
221,丰台区,12:25:00,20
222,丰台区,12:27:30,24
223,丰台区,12:30:00,9
224,丰台区,12:32:30,13
225,丰台区,12:35:00,6
226,丰台区,12:37:30,4
227,丰台区,12:40:00,5
