lng,lat,s_time,type,num
115.8094482,39.61519623,15:17:30,3,1
115.84632109999998,39.55337524,17:07:30,3,1
115.84632109999998,39.55337524,17:07:30,4,1
115.8507156,39.55754089,17:07:30,3,1
115.8507156,39.55754089,17:07:30,4,1
115.87416840000002,39.59711456,13:00:00,3,1
115.87416840000002,39.59711456,13:00:00,4,1
115.8803787,39.63383484,13:00:00,3,3
115.8803787,39.63383484,13:00:00,4,3
115.8904419,39.62295532,13:00:00,3,1
115.8904419,39.62295532,13:00:00,4,1
115.90668490000002,39.57328033,15:40:00,3,1
115.90668490000002,39.57328033,15:42:30,4,1
115.925766,39.63986969,13:12:30,0,1
115.9526367,39.72727585,13:35:00,0,2
115.9526367,39.72727585,13:42:30,0,6
115.9527969,39.72776413,13:42:30,0,1
115.9530869,39.72661209,13:32:30,0,1
115.9534683,39.72424316,13:35:00,0,1
115.9540024,39.61653519,13:10:00,0,1
115.9541626,39.72846222,13:35:00,0,1
115.9543152,39.7236557,13:35:00,0,1
115.9543152,39.7236557,13:42:30,0,5
115.9544525,39.72340012,13:42:30,0,2
115.9564285,40.35831833,15:37:30,2,1
115.9570847,39.7337265,13:40:00,0,2
115.9602737,39.718853,14:30:00,0,1
115.9611969,39.72583771,15:47:30,0,1
115.9614334,40.39925003,13:57:30,4,1
115.9620285,39.72820663,13:32:30,0,1
115.9636078,39.80633926,16:32:30,0,2
115.9663239,39.71705627,12:25:00,0,1
115.9663239,39.71705627,13:27:30,0,1
115.9671326,39.71680832,13:40:00,0,4
115.9682999,39.80798721,16:32:30,0,3
115.9684906,39.72313309,13:30:00,0,2
115.9685364,39.71506882,13:40:00,0,4
115.9688263,39.72369385,13:30:00,0,2
115.9690781,39.72093201,15:47:30,0,1
115.969162,39.70858765,15:45:00,0,3
115.9716797,40.35630035,15:37:30,2,2
115.9724197,40.44598007,13:37:30,3,1
115.973587,39.72329712,13:30:00,0,1
115.9736557,40.44435501,13:22:30,4,1
115.973999,39.71799469,15:47:30,0,1
115.97435,39.70306396,13:55:00,0,1
115.9745865,40.46519470000001,13:20:00,4,1
115.9745865,40.46519470000001,13:22:30,4,3
115.9745865,40.46519470000001,13:25:00,4,1
115.9745865,40.46519470000001,13:30:00,4,1
115.9746399,40.46480942,13:22:30,4,2
115.9746399,40.46480942,13:25:00,4,1
115.9746399,40.46480942,13:30:00,4,1
115.974762,40.44607925,13:37:30,3,1
115.9751434,40.44615173,13:37:30,3,3
115.9760666,39.71742249,13:42:30,0,2
115.9760666,39.71742249,15:45:00,0,2
115.97612759999998,40.46385956,13:27:30,4,1
115.9761963,40.44566727,10:35:00,0,2
115.976532,39.71538544,15:45:00,0,3
115.9777451,40.46541977,13:20:00,4,2
115.9777451,40.46541977,13:22:30,4,1
115.9777451,40.46541977,13:25:00,4,1
115.9777451,40.46541977,13:47:30,4,2
115.9777908,40.46048355,11:37:30,0,1
115.9787598,39.71712875,15:45:00,0,1
115.9791489,40.47077942,13:35:00,4,1
115.9791489,40.47077942,13:57:30,4,3
115.9791489,40.47077942,14:10:00,4,1
115.97937009999998,40.46549225,13:27:30,4,1
115.9796219,40.46549606,13:30:00,4,2
115.9796219,40.46549606,13:40:00,4,3
115.9798813,40.46941376,13:20:00,4,7
115.9798813,40.46941376,13:22:30,4,3
115.9798813,40.46941376,13:25:00,4,1
115.9798813,40.46941376,13:57:30,4,3
115.9798813,40.46941376,14:02:30,4,2
115.9800415,40.46875381,13:25:00,4,1
115.9800415,40.46875381,13:57:30,4,2
115.9803085,40.46447754,13:47:30,4,1
115.9804306,39.68778229,16:12:30,0,2
115.9804535,39.6746254,16:02:30,0,1
115.9805145,39.70836258,13:55:00,0,2
115.9805145,39.70836258,13:57:30,0,1
115.9805145,39.70836258,15:40:00,0,2
115.9805145,39.70837021,15:45:00,0,1
115.9805374,40.46081543,11:37:30,0,1
115.9805374,40.46081543,13:57:30,4,1
115.9824219,39.69153214,16:10:00,0,2
115.9825668,39.68585587,16:12:30,0,3
115.9826584,39.69149017,16:10:00,0,4
115.9827805,40.46157074,11:37:30,0,1
115.9828568,40.46168137,11:37:30,0,1
115.9832764,39.72429657,13:42:30,0,2
115.9833908,39.6816597,16:02:30,0,1
115.9835815,39.71325302,15:42:30,0,1
115.9837952,39.70809555,13:55:00,0,1
115.9839783,39.70734406,13:57:30,0,1
115.9839783,39.70734406,16:02:30,0,2
115.9840012,39.71001053,13:57:30,0,1
115.9840012,39.71001053,16:02:30,0,4
115.9841538,39.70085526,15:37:30,0,1
115.98422240000002,40.47082138,14:02:30,4,1
115.98425290000002,39.69599533,16:02:30,0,1
115.9842758,40.46316147,11:37:30,0,1
115.98429109999998,39.70724106,13:55:00,0,4
115.98429109999998,39.70724106,13:57:30,0,1
115.98429109999998,39.70724106,15:40:00,0,2
115.98429109999998,39.70724106,15:42:30,0,2
115.9843597,39.71894836,13:55:00,0,1
115.9843597,39.71894836,16:02:30,0,2
115.9843826,39.70222092,16:02:30,0,2
115.9844132,39.70349503,16:00:00,0,2
115.98449709999998,39.70438766,13:55:00,0,1
115.98449709999998,39.70438766,13:57:30,0,1
115.98449709999998,39.70438766,15:42:30,0,5
115.98449709999998,39.70438766,16:00:00,0,2
115.9846497,39.70452118,15:42:30,0,1
115.9846497,39.70452118,16:00:00,0,1
115.9846726,40.46265793,13:57:30,4,1
115.9847031,39.70214462,15:42:30,0,1
115.9847031,39.70214462,16:02:30,0,1
115.9847183,39.7023201,15:37:30,0,3
115.9847183,39.7023201,16:02:30,0,1
115.98476409999998,39.69832993,16:02:30,0,1
115.98476409999998,39.71026993,16:02:30,0,2
115.9855042,40.46352386,13:20:00,4,1
115.9855042,40.46352386,13:57:30,4,1
115.9855042,40.46352386,15:37:30,2,1
115.98643490000002,40.43622971,11:02:30,3,2
115.98643490000002,40.43622971,20:40:00,0,1
115.9879303,39.70028305,15:37:30,0,1
115.9889221,40.36194992,17:25:00,0,1
