,area,s_time,num
0,东城区,00:02:30,3
1,东城区,00:15:00,10
2,东城区,00:20:00,4
3,东城区,00:27:30,6
4,东城区,00:32:30,11
5,东城区,00:35:00,10
6,东城区,00:37:30,5
7,东城区,00:40:00,6
8,东城区,00:42:30,11
9,东城区,00:45:00,9
10,东城区,00:57:30,2
11,东城区,01:00:00,5
12,东城区,01:02:30,1
13,东城区,07:05:00,5
14,东城区,07:07:30,2
15,东城区,07:20:00,2
16,东城区,07:40:00,5
17,东城区,07:45:00,9
18,东城区,07:55:00,10
19,东城区,08:17:30,5
20,东城区,08:22:30,1
21,东城区,08:25:00,3
22,东城区,08:47:30,1
23,东城区,08:52:30,8
24,东城区,08:55:00,2
25,东城区,08:57:30,5
26,东城区,09:27:30,1
27,东城区,09:32:30,1
28,东城区,09:35:00,8
29,东城区,09:40:00,3
30,东城区,09:47:30,8
31,东城区,09:50:00,5
32,东城区,09:52:30,1
33,东城区,09:55:00,5
34,东城区,09:57:30,4
35,东城区,10:12:30,2
36,东城区,10:25:00,9
37,东城区,10:27:30,4
38,东城区,10:30:00,24
39,东城区,10:32:30,5
40,东城区,10:35:00,5
41,东城区,10:40:00,3
42,东城区,10:42:30,4
43,东城区,10:45:00,3
44,东城区,10:47:30,4
45,东城区,10:50:00,1
46,东城区,10:52:30,3
47,东城区,10:55:00,12
48,东城区,10:57:30,17
49,东城区,11:07:30,1
50,东城区,11:10:00,6
51,东城区,11:12:30,19
52,东城区,11:15:00,21
53,东城区,11:17:30,9
54,东城区,11:20:00,44
55,东城区,11:22:30,25
56,东城区,11:27:30,4
57,东城区,11:30:00,3
58,东城区,11:35:00,6
59,东城区,11:45:00,1
60,东城区,11:47:30,5
61,东城区,12:02:30,11
62,东城区,12:27:30,4
63,东城区,12:37:30,1
64,东城区,12:42:30,2
65,东城区,12:45:00,1
66,东城区,12:47:30,4
67,东城区,12:50:00,8
68,东城区,12:52:30,2
69,东城区,13:05:00,2
70,东城区,13:10:00,3
71,东城区,13:20:00,5
72,东城区,13:25:00,2
73,东城区,13:37:30,5
74,东城区,13:50:00,2
75,东城区,13:52:30,4
76,东城区,14:10:00,1
77,东城区,14:22:30,1
78,东城区,14:25:00,1
79,东城区,14:32:30,6
80,东城区,14:42:30,5
81,东城区,14:52:30,6
82,东城区,15:25:00,7
83,东城区,15:27:30,6
84,东城区,15:30:00,3
85,东城区,15:32:30,4
86,东城区,15:35:00,1
87,东城区,15:40:00,7
88,东城区,15:42:30,3
89,东城区,15:45:00,1
90,东城区,15:50:00,4
91,东城区,15:52:30,9
92,东城区,15:55:00,4
93,东城区,16:00:00,4
94,东城区,16:02:30,5
95,东城区,16:05:00,3
96,东城区,16:07:30,15
97,东城区,16:10:00,4
98,东城区,16:12:30,3
99,东城区,16:27:30,8
100,东城区,16:40:00,2
101,东城区,16:45:00,1
102,东城区,17:30:00,2
103,东城区,17:35:00,5
104,东城区,17:52:30,10
105,东城区,18:07:30,1
106,东城区,18:17:30,5
107,东城区,18:25:00,3
108,东城区,18:27:30,5
109,东城区,18:42:30,6
110,东城区,19:30:00,7
111,东城区,20:00:00,1
112,东城区,20:52:30,1
113,东城区,20:55:00,23
114,东城区,21:02:30,5
115,东城区,21:10:00,3
116,东城区,21:22:30,4
117,东城区,21:25:00,4
118,东城区,21:27:30,3
119,东城区,21:47:30,15
